DATABASE	PRIMARY NAME	ABBREVIATION	NAMES	KEGG ID(S)	FORMULA	CHARGE
cpd00170_c0	Gluconolactone	g15lac	D-threo-Aldono-1,5-lactone|D-Aldonolactone|Gluconolactone|D-Gluconolactone|delta-Gluconolactone|1,5-Gluconolactone|Gluconic acid lactone|Gluconic lactone|D-Glucono-1,5-lactone	C00198|C16581|C16830	C6H10O6	0
cpd00171_c0	D-Ribulose5-phosphate	ru5p-D	D-Ribulose5-phosphate|D-Ribulose 5-phosphate	C00199	C5H10O8P	-1
cpd00172_c0	Phenazine methosulfate	Phenazine methosulfate	5-Methylphenazinium methyl sulphate|N-Methylphenazonium methosulfate|Phenazine methosulfate	C00200	C14H14N2O4S	0
cpd00173_c0	NTP	NTP	NTP|Nucleoside triphosphate	C00201	C5H9O13P3R	-3
cpd00174_c0	Isoflurophate	Isoflurophate	Diisopropyl fluorophosphate|Isoflurophate	C00202	C6H14O3PF	0
cpd00175_c0	UDP-N-acetyl-D-galactosamine	uacgala	UDP-N-acetyl-D-galactosamine	C00203	C17H25N3O17P2	-2
cpd00176_c0	2-keto-3-deoxygluconate	2ddglcn	2-keto-3-deoxygluconate|2-Dehydro-3-deoxy-D-gluconate	C00204	C6H9O6	-1
cpd00177_c0	dADP	dadp	2'-Deoxyadenosine 5'-diphosphate|dADP	C00206	C10H13N5O9P2	-2
cpd00178_c0	Acetone	acetone	2-Propanone|Dimethyl ketone|Acetone	C00207	C3H6O	0
cpd00179_c0	Maltose	malt	1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose|Malt sugar|Maltose	C00208	C12H22O11	0
cpd00180_c0	Oxalate	oxa	Ethanedioic acid|Oxalic acid|Oxalate	C00209	C2O4	-2
cpd00181_c0	Cobamide	Cobamide	Cobamide	C00210	C53H81CoN11O15P	2
cpd00182_c0	Adenosine	adn	Adenosine	C00212	C10H13N5O4	0
cpd00183_c0	Sarcosine	sarcs	N-Methylglycine|Sarcosine	C00213	C3H7NO2	0
cpd00184_c0	Thymidine	thymd	Deoxythymidine|Thymidine	C00214	C10H14N2O5	0
cpd00185_c0	D-Arabinose	arab-D	D-Arabinose	C00216	C5H10O5	0
cpd00186_c0	D-Glutamate	glu-D	D-2-Aminoglutaric acid|D-Glutaminic acid|D-Glutamic acid|D-Glutamate	C00217	C5H8NO4	-1
cpd00187_c0	Methanamine	mea	Methanamine|Methylamine	C00218	CH6N	1
cpd00188_c0	Arachidonate	Arachidonate	cis-5,8,11,14-Eicosatetraenoic acid|Arachidonic acid|Arachidonate|(5Z,8Z,11Z,14Z)-Icosatetraenoic acid	C00219	C20H31O2	-1
cpd00189_c0	Methylene blue	Methylene blue	Methylthioninium chloride|Methylene blue	C00220	Cl	-1
cpd00190_c0	beta-D-Glucose	glc-D-B	beta-D-Glucose	C00221	C6H12O6	0
cpd00191_c0	3-Oxopropanoate	msa	Malonate semialdehyde|3-Oxopropanoate	C00222	C3H3O3	-1
cpd00192_c0	4-Coumaroyl-CoA	coucoa	4-Hydroxycinnamoyl-CoA|4-Coumaroyl-CoA|p-Coumaroyl-CoA	C00223	C30H39N7O18P3S	-3
cpd00193_c0	APS	aps	Adenosine5-phosphosulfate|adenylylsulfate|5'-Adenylyl sulfate|APS|Adenosine 5'-phosphosulfate|Adenylyl sulfate	C00224	C10H12N5O10PS	-2
cpd00194_c0	Methyl viologen	Methyl viologen	1,1'-Dimethyl-4,4'-bipyridinium dichloride|Paraquat dichloride|Methyl viologen	C00225	C12H14N2	2
cpd00195_c0	1-Alcohol	1-Alcohol	1-Alcohol|Primary alcohol	C00226	CH3OR	0
cpd00196_c0	Acetylphosphate	actp	acetyl-phosphate|Acetylphosphate|Acetyl phosphate	C00227	C2H4O5P	-1
cpd00197_c0	Protocatechuate	34dhbz	Protocatechuic acid|Protocatechuate|3,4-Dihydroxybenzoic acid|3,4-Dihydroxybenzoate	C00230	C7H5O4	-1
cpd00198_c0	D-Xylulose5-phosphate	xu5p-D	D-xylulose-5-phosphate|D-Xylulose5-phosphate|D-Xylulose 5-phosphate	C00231	C5H10O8P	-1
cpd00199_c0	4-Oxobutanoate	sucsal	4-Oxobutanoate|Succinic semialdehyde|Succinate semialdehyde	C00232	C4H5O3	-1
cpd00200_c0	4MOP	4mop	2-ketoisocaproate|4MOP|2-Oxoisocaproate|4-Methyl-2-oxopentanoate	C00233	C6H9O3	-1
cpd00201_c0	10-Formyltetrahydrofolate	10fthf	10-Formyl-THF|10-Formyltetrahydrofolate	C00234	C20H21N7O7	-2
cpd00202_c0	DMAPP	dmpp	Dimethylallyldiphosphate|DMAPP|delta-Prenyl diphosphate|delta2-Isopentenyl diphosphate|2-Isopentenyl diphosphate|Prenyl diphosphate|Dimethylallyl diphosphate	C00235|C17627	C5H10O7P2	-2
cpd00203_c0	1,3-Bisphospho-D-glycerate	13dpg	3-phospho-d-glyceroyl-phosphate|3-Phospho-D-glyceroylphosphate|(R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid|1,3-Bisphospho-D-glycerate|3-Phospho-D-glyceroyl phosphate	C00236	C3H6O10P2	-2
cpd00204_c0	CO	co	Carbon monoxide|CO	C00237	CHO	1
cpd00205_c0	K+	k	K+|Potassium	C00238	K	1
cpd00206_c0	dCMP	dcmp	2'-Deoxycytidine 5'-monophosphate|Deoxycytidylate|Deoxycytidine monophosphate|Deoxycytidylic acid|dCMP	C00239	C9H13N3O7P	-1
cpd00207_c0	Guanine	gua	GNN|2-Amino-6-hydroxypurine|Guanine	C00242	C5H5N5O	0
cpd00208_c0	LACT	lcts	LACT|Anhydrous lactose|alpha-Lactose|Milk sugar|1-beta-D-Galactopyranosyl-4-alpha-D-glucopyranose|Lactose	C00243	C12H22O11	0
cpd00209_c0	Nitrate	no3	Nitric acid|Nitrate	C00244	NO3	-1
cpd00210_c0	Taurine	taur	Aminoethylsulfonic acid|2-Aminoethanesulfonic acid|Taurine	C00245	C2H7NO3S	0
cpd00211_c0	Butyrate	but	M_Butyrate|Butyric acid|Butyrate|Butanoate|Butanoic acid|Butyrate (n-C4:0)	C00246	C4H7O2	-1
cpd00212_c0	L-Sorbose	srb-L	L-xylo-Hexulose|L-Sorbose	C00247	C6H12O6	0
cpd00213_c0	Lipoamide	lpam	Enzyme N6-(lipoyl)lysine|Lipoamide-E|Thioctic acid amide|Lipoamide	C15972|C00248	C8H15NOS2	0
cpd00214_c0	Palmitate	hdca	Hexadecanoate (n-C16:0)|Cetylic acid|Palmitate|Palmitic acid|Hexadecylic acid|Hexadecanoate|Hexadecanoic acid	C00249	C16H31O2	-1
cpd00215_c0	Pyridoxal	pydx	Pyridoxal	C00250	C8H9NO3	0
cpd00216_c0	Chorismate	chor	Chorismic acid|Chorismate	C00251	C10H8O6	-2
cpd00217_c0	Brachiose	isomal	Brachiose|Isomaltose	C00252	C12H22O11	0
cpd00218_c0	Niacin	nac	3-Pyridinecarboxylic acid|Niacin|Nicotinic acid|Nicotinate	C00253	C6H4NO2	-1
cpd00219_c0	Prephenate	pphn	prephenate-tyr|prephenate-phe|Prephenic acid|Prephenate	C00254	C10H8O6	-2
cpd00220_c0	Riboflavin	ribflv	RIBF|Vitamin B2|7,8-Dimethyl-10-ribitylisoalloxazine|Lactoflavin|Riboflavin	C00255	C17H20N4O6	0
cpd00221_c0	D-Lactate	lac-D	D-2-Hydroxypropionic acid|D-2-Hydroxypropanoic acid|D-Lactic acid|D-Lactate|(R)-Lactate	C00256	C3H5O3	-1
cpd00222_c0	GLCN	glcn	GLCN|D-gluco-Hexonic acid|D-Gluconate|D-Gluconic acid	C00257	C6H11O7	-1
cpd00223_c0	Glycerate	glyc-R	Glyceric acid|(R)-Glycerate|Glycerate|D-Glycerate	C00258	C3H5O4	-1
cpd00224_c0	L-Arabinose	arab-L	arabinose|L-Arabinopyranose|L-Arabinose	C00259|C11476	C5H10O5	0
cpd00225_c0	Benzaldehyde	bzal	Benzoic aldehyde|Benzaldehyde	C00261	C7H6O	0
cpd00226_c0	HYXN	hxan	HYXN|Purine-6-ol|Hypoxanthine	C00262	C5H4N4O	0
cpd00227_c0	L-Homoserine	hom-L	2-Amino-4-hydroxybutyric acid|L-Homoserine	C00263	C4H9NO3	0
cpd00228_c0	Dithiothreitol	dtt	threo-1,4-Dimercapto-2,3-butanediol|1,4-Dithiothreitol|Dithiothreitol	C00265	C4H10O2S2	0
cpd00229_c0	Glycolaldehyde	gcald	Hydroxyacetaldehyde|Glycolaldehyde	C00266	C2H4O2	0
cpd00231_c0	Dihydrobiopterin	dhbpt	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin|Quinoid-dihydrobiopterin|6,7-Dihydrobiopterin|Dihydrobiopterin	C00268	C9H13N5O3	0
cpd00232_c0	Neu5Ac	acnam	Neu5Ac|5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid|N-Acetylneuraminic acid|N-Acetylneuraminate	C00270	C11H18NO9	-1
cpd00233_c0	Tetrahydrobiopterin	thbpt	2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)- pteridinone|5,6,7,8-Tetrahydrobiopterin|Tetrahydrobiopterin	C00272	C9H15N5O3	0
cpd00234_c0	5-Dehydro-D-fructose	5-Dehydro-D-fructose	5-Dehydro-D-fructose	C00273	C6H10O6	0
cpd00235_c0	D-mannose-6-phosphate	man6p	D-mannose-6-phosphate|D-Mannose6-phosphate|D-Mannose 6-phosphate	C00275	C6H12O9P	-1
cpd00236_c0	D-Erythrose4-phosphate	e4p	D-Erythrose4-phosphate|D-Erythrose 4-phosphate	C00279	C4H8O7P	-1
cpd00237_c0	Androstenedione	Androstenedione	4-Androstene-3,17-dione|Androstenedione|Androst-4-ene-3,17-dione	C00280	C19H26O2	0
cpd00238_c0	Sedoheptulose7-phosphate	s7p	sedoheptulose-7-phosphate|Sedoheptulose7-phosphate|D-altro-Heptulose 7-phosphate|D-Sedoheptulose 7-phosphate|altro-Heptulose 7-phosphate|Sedoheptulose 7-phosphate	C05382	C7H14O10P	-1
cpd00239_c0	H2S	h2s	Thioether|Hydrogensulfide|Sulfide|H2S|Hydrogen-sulfide|Hydrogen sulfide	C00297|C00283	H2S	0
cpd00240_c0	EDTA	EDTA	Edetic acid|Chelating agents|Metal chelating agent|Ethylenediaminetetraacetic acid|EDTA	C00284	C10H13N2O8	-3
cpd00241_c0	dGTP	dgtp	Deoxyguanosine triphosphate|Deoxyguanosine 5'-triphosphate|2'-Deoxyguanosine 5'-triphosphate|dGTP	C00286	C10H13N5O13P3	-3
cpd00242_c0	H2CO3	hco3	HCO3(-)|carbonicacid|HCO(3-)|H2CO3|Dihydrogen carbonate|Carbonic acid|Acid carbonate|Hydrogencarbonate|Bicarbonate|HCO3-	C01353|C00288	CHO3	-1
cpd00243_c0	Fibrin	Fibrin	Fibrin	C00290	C5H12N3O2	1
cpd00244_c0	Ni2+	ni2	Ni2+|Nickel	C00291	Ni	2
cpd00245_c0	Aniline	Aniline	Arylamine|Benzenamine|Phenylamine|Aniline	C00292	C6H7N	0
cpd00246_c0	Inosine	ins	Inosine	C00294	C10H12N4O5	0
cpd00247_c0	Orotate	orot	Uracil-6-carboxylic acid|Orotic acid|Orotate	C00295	C5H3N2O4	-1
cpd00248_c0	Quinate	quin-kt	L-Quinate|(-)-Quinic acid|L-Quinic acid|Chinic acid|Kinic acid|Quinic acid|Quinate	C00296	C7H11O6	-1
cpd00249_c0	Uridine	uri	Uridine	C00299	C9H12N2O6	0
cpd00250_c0	Creatine	Creatine	Methylglycocyamine|alpha-Methylguanidino acetic acid|Creatine	C00300	C4H9N3O2	0
cpd00251_c0	ADPribose	adprib	ADPribose|ADP-ribose	C00301	C15H21N5O14P2	-2
cpd00253_c0	Glutamine	cll_204	2-Aminoglutaramic acid|Glutamine	C00303	C5H10N2O3	0
cpd00254_c0	Mg	mg2	Mg(2+)|Mg|Mg2+|Magnesium	C00305	Mg	2
cpd00255_c0	Bradykinin	Bradykinin	Bradykinin	C00306	C50H75N15O11	2
cpd00256_c0	CDPcholine	cdpchol	CDPcholine|Citicoline|Cytidine 5'-diphosphocholine|CDP-choline	C00307	C14H25N4O11P2	-1
cpd00257_c0	Canavanine	Canavanine	2-Amino-4-(guanidinooxy)butyric acid|L-Canavanine|Canavanine	C00308	C5H13N4O3	1
cpd00258_c0	D-Ribulose	rbl-D	D-Riboketose|D-Arabinulose|D-Arabinoketose|D-erythro-2-Pentulose|D-Ribulose	C00309	C5H10O5	0
cpd00259_c0	D-Lyxulose	xylu-D	D-Lyxulose|D-threo-Pentulose|D-Xylulose	C00310	C5H10O5	0
cpd00260_c0	Isocitrate	icit	1-Hydroxypropane-1,2,3-tricarboxylic acid|1-Hydroxytricarballylic acid|Isocitric acid|Isocitrate	C00311	C6H5O7	-3
cpd00261_c0	L-Lyxulose	xylu-L	L-Lyxulose|L-threo-Pentulose|L-Xylulose	C00312	C5H10O5	0
cpd00262_c0	Oxalyl-CoA	oxalcoa	Oxalyl-CoA	C00313	C23H32N7O19P3S	-4
cpd00263_c0	Pyridoxol	pydxn	Pyridoxol|Pyridoxine	C00314	C8H11NO3	0
cpd00264_c0	Spermidine	spmd	N-(3-Aminopropyl)-1,4-butane-diamine|Spermidine	C00315	C7H22N3	3
cpd00265_c0	Amylopectin	Amylopectin	Amylopectin	C00317	C30H52O26	0
cpd00266_c0	Carnitine	crn	3-Hydroxy-4-trimethylammoniobutanoate|gamma-Trimethyl-hydroxybutyrobetaine|Carnitine|(R)-Carnitine|Levocarnitine|3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt|Vitamin BT|L-gamma-Trimethyl-beta-hydroxybutyrobetaine|L-Carnitine	C00318|C00487	C7H15NO3	0
cpd00267_c0	Sphingoid	Sphingoid	Sphing-4-enine|Sphingoid|Sphingenine|Sphingosine	C00319	C18H38NO2	1
cpd00268_c0	H2S2O3	tsul	H2S2O3|Hyposulfite|Thiosulfate	C05529|C00320	O3S2	-2
cpd00269_c0	2-Oxoadipate	2oxoadp	2-Oxoadipic acid|2-Oxoadipate	C00322	C6H6O5	-2
cpd00270_c0	Caffeoyl-CoA	caffcoa	Caffeoyl-CoA	C00323	C30H39N7O19P3S	-3
cpd00271_c0	Ferricyanide	Ferricyanide	Hexacyanoferrate(III)|Ferricyanide	C00324	C6FeN6	3
cpd00272_c0	GDP-L-fucose	gdpfuc	GDP-beta-L-fucose|GDP-L-fucose	C00325	C16H23N5O15P2	-2
cpd00273_c0	Glycoprotein	Glycoprotein	Glycoprotein	C00326	C28H47N5O18	0
cpd00274_c0	Citrulline	citr-L	Citrulline|2-Amino-5-ureidovaleric acid|L-Citrulline	C00327	C6H13N3O3	0
cpd00275_c0	L-Kynurenine	kynr-L	3-Anthraniloyl-L-alanine|L-Kynurenine	C00328	C10H12N2O3	0
cpd00276_c0	GLUM	gam	GLUM|2-Amino-2-deoxy-D-glucose|Chitosamine|D-Glucosamine	C00329	C6H14NO5	1
cpd00277_c0	Deoxyguanosine	dgsn	2'-Deoxyguanosine|Deoxyguanosine	C00330	C10H13N5O4	0
cpd00278_c0	Indolepyruvate	indpyr	indol-3-pyruvate|3-(Indol-3-yl)pyruvate|Indole-3-pyruvate|(Indol-3-yl)pyruvate|Indolepyruvic acid|Indolepyruvate	C00331	C11H8NO3	-1
cpd00279_c0	Acetoacetyl-CoA	aacoa	3-Acetoacetyl-CoA|Acetoacetyl coenzyme A|Acetoacetyl-CoA	C00332	C25H37N7O18P3S	-3
cpd00280_c0	D-Galacturonate	galur	D-Galacturonic acid|D-Galacturonate	C00333	C6H9O7	-1
cpd00281_c0	GABA	4abut	GABA|4-Aminobutylate|gamma-Aminobutyric acid|4-Aminobutyric acid|4-Aminobutyrate|4-Aminobutanoic acid|4-Aminobutanoate	C00334	C4H9NO2	0
cpd00282_c0	S-Dihydroorotate	dhor-S	S-Dihydroorotate|Dihydro-L-orotic acid|L-Dihydroorotic acid|L-Dihydroorotate|(S)-4,5-Dihydroorotate|(S)-Dihydroorotate	C00337	C5H5N2O4	-1
cpd00283_c0	Geranyldiphosphate	grdp	Geranyldiphosphate|Geranyl diphosphate	C00341	C10H18O7P2	-2
cpd00284_c0	6-Phospho-D-gluconate	6pgc	6-Phospho-D-gluconate	C00345	C6H11O10P	-2
cpd00285_c0	Phosphoethanolamine	ethamp	O-Phosphoethanolamine|Phosphoethanolamine|O-Phosphorylethanolamine|Ethanolamine phosphate	C00346	C2H8NO4P	0
cpd00286_c0	Undecaprenylphosphate	udcpp	Undecaprenylphosphate|Undecaprenyl phosphate	C17556|C00348	C55H90O4P	-1
cpd00287_c0	3-Oxo-2-methylpropanoate	2mop	methylmalonate-semialdehyde|Methylmalonate semialdehyde|(S)-Methylmalonate semialdehyde|3-Oxo-2-methylpropanoate|2-Methyl-3-oxopropanoate	C00349|C06002	C4H5O3	-1
cpd00288_c0	D-Glucosamine phosphate	gam6p	d-glucosamine-6-phosphate|D-Glucosamine6-phosphate|D-Glucosamine phosphate|D-Glucosamine 6-phosphate	C00352	C6H14NO8P	0
cpd00289_c0	Geranylgeranyl diphosphate	ggdp	all-trans-Geranylgeranyl pyrophosphate|all-trans-Geranylgeranyl diphosphate|Geranylgeranyl pyrophosphate|Geranylgeranyl diphosphate	C00353	C20H34O7P2	-2
cpd00290_c0	D-fructose-1,6-bisphosphate	fdp	D-Fructose1-6-bisphosphate|D-fructose-1,6-bisphosphate|beta-D-Fructose 1,6-bisphosphate|D-Fructose 1,6-bisphosphate	C00354|C05378	C6H12O12P2	-2
cpd00291_c0	L-Dopa	L-Dopa	Dihydroxy-L-phenylalanine|Levodopa|L-beta-(3,4-Dihydroxyphenyl)alanine|3-Hydroxy-L-tyrosine|L-Dopa|3,4-Dihydroxy-L-phenylalanine	C00355	C9H11NO4	0
cpd00292_c0	HMG-CoA	hmgcoa	3-Hydroxy-3-methylglutaryl-CoA|HMG-CoA|Hydroxymethylglutaroyl coenzyme A|Hydroxymethylglutaryl-CoA|(S)-3-Hydroxy-3-methylglutaryl-CoA	C00356	C27H40N7O20P3S	-4
cpd00293_c0	N-Acetyl-D-glucosamine 6-phosphate	acgam6p	N-Acetyl-D-glucosamine 6-phosphate	C00357	C8H15NO9P	-1
cpd00294_c0	dAMP	damp	Deoxyadenosine monophosphate|Deoxyadenylic acid|2'-Deoxyadenosine 5'-monophosphate|2'-Deoxyadenosine 5'-phosphate|dAMP	C00360	C10H13N5O6P	-1
cpd00295_c0	dGDP	dgdp	2'-Deoxyguanosine 5'-diphosphate|dGDP	C00361	C10H13N5O10P2	-2
cpd00296_c0	dGMP	dgmp	Deoxyguanosine monophosphate|Deoxyguanylic acid|2'-Deoxyguanosine 5'-phosphate|2'-Deoxyguanosine 5'-monophosphate|dGMP	C00362	C10H13N5O7P	-1
cpd00297_c0	dTDP	dtdp	Deoxythymidine 5'-diphosphate|dTDP	C00363	C10H14N2O11P2	-2
cpd00298_c0	dTMP	dtmp	Thymidylate|Deoxythymidylic acid|Thymidine monophosphate|5'-Thymidylic acid|Thymidylic acid|Deoxythymidine 5'-phosphate|Thymidine 5'-phosphate|dTMP	C00364	C10H14N2O8P	-1
cpd00299_c0	dUMP	dump	2'-Deoxyuridine 5'-phosphate|Deoxyuridine 5'-phosphate|Deoxyuridine monophosphate|Deoxyuridylic acid|dUMP	C00365	C9H12N2O8P	-1
cpd00300_c0	Urate	urate	Uric acid|Urate	C00366	C5H4N4O3	0
cpd00301_c0	Sterol	Sterol	Sterol	C00370	C17H28O	0
cpd00302_c0	Zeatin	Zeatin	trans-Zeatin|(E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol|N6-(4-Hydroxyisopentenyl)adenine|Zeatin	C00371	C10H13N5O	0
cpd00303_c0	Elastin	Elastin	Elastin	C00373	C27H48N6O6	0
cpd00304_c0	Retinal	Retinal	all-trans-Retinene|all-trans-Vitamin A aldehyde|all-trans-Retinal|Retinene|Vitamin A aldehyde|Retinal	C00376	C20H28O	0
cpd00305_c0	Thiamin	thm	THI|Antiberiberi factor|Aneurin|Vitamin B1|Thiamine|Thiamin	C00378	C12H17N4OS	1
cpd00306_c0	Xylitol	xylt	Xylitol	C00379	C5H12O5	0
cpd00307_c0	Cytosine	csn	Cytosine	C00380	C4H5N3O	0
cpd00308_c0	Malonate	maln	Propanedioic acid|Malonic acid|Malonate	C00383	C3H2O4	-2
cpd00309_c0	XAN	xan	XAN|Xanthine	C00385	C5H4N4O2	0
cpd00310_c0	Carnosine	Carnosine	Nalpha-(beta-alanyl)-L-histidine|Carnosine	C00386	C9H14N4O3	0
cpd00311_c0	Guanosine	gsn	Guanosine	C00387	C10H13N5O5	0
cpd00312_c0	Histamine	hista	2-(4-Imidazolyl)ethylamine|Histamine|1H-Imidazole-4-ethanamine	C00388	C5H10N3	1
cpd00313_c0	Quercetin	quc	3,5,7,3',4'-Pentahydroxyflavone|3,3',4,5,7-Pentahydroxyflavone|Quercetin	C00389	C15H9O7	-1
cpd00314_c0	D-Mannitol	mnl	MNTL|D-Mannitol|Mannitol	C00392	C6H14O6	0
cpd00315_c0	GDP-glucose	GDP-glucose	GDP-alpha-D-glucose|GDP-glucose|GDP-D-glucose	C00394	C16H23N5O16P2	-2
cpd00316_c0	Pyrimidine	Pyrimidine	Pyrimidine base|Pyrimidine	C00396	C4H4N2	0
cpd00317_c0	Tobramycin	Tobramycin	3'-Deoxykanamycin B|Nebramycin factir 6|Tobramycin	C00397	C18H42N5O9	5
cpd00318_c0	Tryptamine	Tryptamine	3-(2-Aminoethyl)indole|Tryptamine	C00398	C10H13N2	1
cpd00319_c0	L-Menthol	L-Menthol	L-Menthol|(-)-Menthol	C00400	C10H20O	0
cpd00320_c0	D-Aspartate	cll_345	D-Aspartic acid|D-Aspartate	C00402	C4H6NO4	-1
cpd00321_c0	Feruloyl-CoA	ferulcoa	Feruloyl-CoA|trans-Feruloyl-CoA	C00406	C31H41N7O19P3S	-3
cpd00322_c0	L-Isoleucine	ile-L	l-iso-leucine|2-Amino-3-methylvaleric acid|L-Isoleucine	C00407	C6H13NO2	0
cpd00323_c0	L-Pipecolate	Lpipecol	2-Piperidinecarboxylic acid|Pipecolic acid|Pipecolinic acid|L-Pipecolate	C00408	C6H10NO2	-1
cpd00324_c0	MTTL	ch4s	MTTL|Methylmercaptan|Methanethiol	C00409	CH4S	0
cpd00325_c0	Progesterone	Progesterone	4-Pregnene-3,20-dione|Progesterone	C00410	C21H30O2	0
cpd00326_c0	Sinapoyl-CoA	Sinapoyl-CoA	Sinapoyl-CoA	C00411	C32H43N7O20P3S	-3
cpd00327_c0	strcoa	stcoa	Stearoyl-CoA (n-C18:0CoA)|strcoa|Stearyl-CoA (n-C18:0CoA)|Stearyl coenzyme A|Stearyl-CoA|Stearoyl-CoA	C00412	C39H67N7O17P3S	-3
cpd00328_c0	Streptomycin	Stmyn	Streptomycin	C00413	C21H42N7O12	3
cpd00329_c0	Cyclohexanone	Cyclohexanone	Cyclohexanone	C00414	C6H10O	0
cpd00330_c0	Dihydrofolate	dhf	7-8-Dihydrofolate|7,8-Dihydropteroylglutamate|7,8-Dihydrofolic acid|7,8-Dihydrofolate|Dihydrofolic acid|Dihydrofolate	C00415	C19H19N7O6	-2
cpd00331_c0	cis-Aconitate	acon-C	cis-Aconitic acid|cis-Aconitate	C00417	C6H3O6	-3
cpd00332_c0	Mevalonic acid	mev-R	3,5-Dihydroxy-3-methylvaleric acid|Mevalonic acid|(R)-Mevalonate	C00418	C6H11O4	-1
cpd00333_c0	(E)-Cinnamate	cinnm	(E)-Cinnamate|trans-Cinnamic acid|trans-Cinnamate	C00423	C9H7O2	-1
cpd00334_c0	L-Lactaldehyde	lald-L	L-2-Hydroxypropionaldehyde|L-Lactaldehyde|(S)-Lactaldehyde	C00424	C3H6O2	0
cpd00335_c0	Dehydroascorbate	Dehydroascorbate	L-Dehydroascorbic acid|L-Dehydroascorbate|Dehydroascorbic acid|Dehydroascorbate	C05422	C6H6O6	0
cpd00336_c0	Prostaglandin H2	Prostaglandin H2	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate|Prostaglandin H2	C00427	C20H31O5	-1
cpd00337_c0	Hydrouracil	56dura	Hydrouracil|5,6-Dihydro-2,4-dihydroxypyrimidine|Dihydrouracil|Dihydrouracile|2,4(1H,3H)-Pyrimidinedione, dihydro-|5,6-Dihydrouracil	C00429	C4H6N2O2	0
cpd00338_c0	5-Aminolevulinate	5aop	5-amino-levulinate|5-Amino-4-oxovaleric acid|5-Amino-4-oxopentanoate|5-Aminolevulinate	C00430	C5H9NO3	0
cpd00339_c0	5-Aminopentanoate	5aptn	5-Aminovaleric acid|5-Aminopentanoic acid|5-Aminopentanoate	C00431	C5H11NO2	0
cpd00340_c0	2,5-Dioxopentanoate	25dop	2-Oxoglutarate semialdehyde|2,5-Dioxopentanoate	C00433	C5H5O4	-1
cpd00341_c0	N-Carbamoylputrescine	cbmps	N-Carbamoylputrescine	C00436	C5H14N3O	1
cpd00342_c0	N-Acetylornithine	acorn	N-acetyl-L-ornithine|N2-Acetyl-L-ornithine|N-Acetylornithine	C00437	C7H14N2O3	0
cpd00343_c0	N-Carbamoyl-L-aspartate	cbasp	N-Carbamoyl-L-aspartate	C00438	C5H6N2O5	-2
cpd00344_c0	N-Formimino-L-glutamate	forglu	N-Formimidoyl-L-glutamate|N-Formimino-L-glutamate	C00439	C6H9N2O4	-1
cpd00345_c0	5-Methyltetrahydrofolate	5mthf	5-Methyltetrahydrofolate	C00440	C20H23N7O6	-2
cpd00346_c0	L-Aspartate4-semialdehyde	aspsa	L-Aspartate4-semialdehyde|L-Aspartic 4-semialdehyde|Aspartate beta-semialdehyde|L-Aspartate 4-semialdehyde	C00441	C4H7NO3	0
cpd00347_c0	5-10-Methenyltetrahydrofolate	methf	5-10-Methenyltetrahydrofolate|5,10-Methenyltetrahydrofolate	C00445	C20H20N7O6	-1
cpd00348_c0	D-Galactose 1-phosphate	gal1p	D-Galactose 1-phosphate|alpha-D-galactose-1-phosphate|alpha-D-Galactose1-phosphate|alpha-D-Galactopyranose 1-phosphate|alpha-D-Galactose 1-phosphate	C00446|C03384	C6H12O9P	-1
cpd00349_c0	Sedoheptulose 1,7-bisphosphate	s17bp	Sedoheptulose 1,7-bisphosphate|D-altro-Heptulose 1,7-biphosphate|D-Sedoheptulose 1,7-bisphosphate	C00447	C7H14O13P2	-2
cpd00350_c0	Farnesyldiphosphate	frdp	trans, trans-farnesyl diphosphate|Farnesyldiphosphate|2-trans,6-trans-Farnesyl diphosphate|Farnesyl pyrophosphate|Farnesyl diphosphate|trans,trans-Farnesyl diphosphate	C00448	C15H26O7P2	-2
cpd00351_c0	Saccharopine	saccrp-L	N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid|L-Saccharopine|Saccharopine|N6-(L-1,3-Dicarboxypropyl)-L-lysine	C00449	C11H19N2O6	-1
cpd00352_c0	delta1-Piperideine-6-L-carboxylate	thp2c	delta1-Piperideine-6-L-carboxylate|2,3,4,5-Tetrahydropyridine-2-carboxylate	C00450	C6H8NO2	-1
cpd00353_c0	D-threo-Isocitric acid	D-threo-Isocitric acid	D-threo-Isocitric acid|(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate	C00451	C6H5O7	-3
cpd00354_c0	NDP	NDP	Nucleoside diphosphate|NDP	C00454	C5H9O10P2R	-2
